Money Available,Last Name,Password,Tickets Purchased,TicketMiner Membership,First Name,ID,Username
4178.41,Davidson,Fun!23,0,TRUE,Holly,808,davidsonholly
4158.48,Newton,Fun!23,0,FALSE,Sandra,848,newtonsandra
4152.62,Holt,Fun!23,0,TRUE,Philip,857,holtphilip
4149.72,Morgan,Fun!23,0,FALSE,James,595,morganjames
4148.93,Patel,Fun!23,0,TRUE,Brad,100,patelbrad
4147.91,Alvarez,Fun!23,0,FALSE,Cesar,42,alvarezcesar
4144.56,Harris,Fun!23,0,TRUE,Stephanie,162,harrisstephanie
4142.06,Paul,Fun!23,0,FALSE,Stacey,337,paulstacey
4134.5,Jacobs,Fun!23,0,TRUE,Teresa,389,jacobsteresa
4132.97,Huerta,Fun!23,0,FALSE,Jorge,897,huertajorge
4129.28,Robinson,Fun!23,0,TRUE,Kirsten,123,robinsonkirsten
4129.04,Oliver,Fun!23,0,TRUE,Michelle,810,olivermichelle
4125.48,Miranda,Fun!23,0,FALSE,Michaela,516,mirandamichaela
4116.34,Burton,Fun!23,0,FALSE,Travis,701,burtontravis
4106.02,Sullivan,Fun!23,0,TRUE,Richard,775,sullivanrichard
4100.54,Smith,Fun!23,0,TRUE,Margaret,528,smithmargaret
4098.29,King,Fun!23,0,TRUE,Michael,622,kingmichael
4095.39,Hoover,Fun!23,0,FALSE,Kristy,299,hooverkristy
4093.61,Erickson,Fun!23,0,TRUE,Matthew,269,ericksonmatthew
4082.47,Cameron,Fun!23,0,TRUE,Alexander,341,cameronalexander
4076.92,Jones,Fun!23,0,TRUE,Christopher,366,joneschristopher
4067.74,Rojas,Fun!23,0,FALSE,Sabas,87,rojassabas
4067.06,Cooper,Fun!23,0,FALSE,Samantha,493,coopersamantha
4055.88,Harris,Fun!23,0,TRUE,Dylan,164,harrisdylan
4054.17,Thomas,Fun!23,0,TRUE,Karen,267,thomaskaren
4044.4,Moses,Fun!23,0,TRUE,Victoria,533,mosesvictoria
4044.26,Arellano,Fun!23,0,TRUE,Joel,248,arellanojoel
4041.17,Sanchez,Fun!23,0,TRUE,Jody,874,sanchezjody
4039.44,Craig,Fun!23,0,TRUE,Christopher,585,craigchristopher
4039.03,Kirk,Fun!23,0,FALSE,Melanie,166,kirkmelanie
4032.2,Brooks,Fun!23,0,FALSE,Joseph,397,brooksjoseph
4030.63,Mccarthy,Fun!23,0,TRUE,Maria,236,mccarthymaria
4026.6,Summers,Fun!23,0,TRUE,Kylie,553,summerskylie
4023.85,Chavez,Fun!23,0,FALSE,Danielle,907,chavezdanielle
4019.72,Rogers,Fun!23,0,FALSE,Mark,652,rogersmark
4018.28,Summers,Fun!23,0,TRUE,David,765,summersdavid
4003.61,Whitney,Fun!23,0,FALSE,Hector,798,whitneyhector
4002.4,Lamb,Fun!23,0,TRUE,Mark,434,lambmark
4000.83,Nielsen,Fun!23,0,TRUE,Brittany,506,nielsenbrittany
3982.02,Mason,Fun!23,0,TRUE,Matthew,901,masonmatthew
3981.12,Andrade,Fun!23,0,FALSE,Ana,949,andradeana
3972.47,Martin,Fun!23,0,TRUE,Victoria,160,martinvictoria
3968.93,Moss,Fun!23,0,FALSE,Beth,1018,mossbeth
3965.27,Williams,Fun!23,0,TRUE,Jacob,394,williamsjacob
3958.29,Cruz,Fun!23,0,TRUE,Elizabeth,431,cruzelizabeth
3946.93,Park,Fun!23,0,TRUE,Robert,233,parkrobert
3944.89,Martinez,Fun!23,0,FALSE,Kristen,1032,martinezkristen
3940.57,Booth,Fun!23,0,FALSE,Darien,47,boothdarien
3939.06,Carr,Fun!23,0,FALSE,Gregory,451,carrgregory
3936.22,Wright,Fun!23,0,TRUE,David,262,wrightdavid
3933.04,Solis,Fun!23,0,TRUE,Jill,438,solisjill
3932.45,Lopez,Fun!23,0,TRUE,Dylan,576,lopezdylan
3921.94,Hall,Fun!23,0,FALSE,Colleen,801,hallcolleen
3919.63,May,Fun!23,0,TRUE,Tiffany,435,maytiffany
3909.71,House,Fun!23,0,FALSE,Kenneth,877,housekenneth
3908.1,Gross,Fun!23,0,TRUE,David,255,grossdavid
3898.72,Armstrong,Fun!23,0,FALSE,Emma,346,armstrongemma
3898.59,Elliott,Fun!23,0,TRUE,Thomas,391,elliottthomas
3892.86,Wawra,Fun!23,0,FALSE,Walter,96,wawrawalter
3888.27,Dean,Fun!23,0,FALSE,Jermaine,723,deanjermaine
3885.8,Smith,Fun!23,0,TRUE,Kayla,640,smithkayla
3883.6,Cummings,Fun!23,0,FALSE,Deanna,920,cummingsdeanna
3877.62,Phillips,Fun!23,0,FALSE,Loretta,662,phillipsloretta
3865.53,Lee,Fun!23,0,FALSE,Jason,686,leejason
3861.09,Richard,Fun!23,0,TRUE,Brittany,676,richardbrittany
3858.1,Washington,Fun!23,0,TRUE,Ryan,964,washingtonryan
3853.27,Oliver,Fun!23,0,FALSE,Dustin,296,oliverdustin
3850.2,Kocian,Fun!23,0,TRUE,Kimberly,68,kociankimberly
3837.45,Mejia,Fun!23,0,TRUE,Kimberly,1007,mejiakimberly
3821.99,Simmons,Fun!23,0,TRUE,James,973,simmonsjames
3808.4,Hardin,Fun!23,0,TRUE,Anthony,398,hardinanthony
3806.91,Rojas,Fun!23,0,TRUE,Brian,766,rojasbrian
3802.42,DeVil,Fun!23,0,TRUE,Cruella,22,cruelladevil
3798.32,Riley,Fun!23,0,FALSE,Andrea,975,rileyandrea
3796.81,Cochran,Fun!23,0,TRUE,Joe,500,cochranjoe
3796.03,Disney,Fun!23,0,TRUE,Hercules,33,herculesdisney
3793.5,Ortiz,Fun!23,0,TRUE,Michelle,332,ortizmichelle
3791.63,Smith,Fun!23,0,FALSE,Kristine,865,smithkristine
3778.78,Romero,Fun!23,0,FALSE,Ashley,148,romeroashley
3767.71,Navarro,Fun!23,0,FALSE,Casey,820,navarrocasey
3763.3,Short,Fun!23,0,TRUE,Gregory,930,shortgregory
3762.59,Kline,Fun!23,0,FALSE,Kimberly,140,klinekimberly
3760.27,Hardy,Fun!23,0,FALSE,Bryan,335,hardybryan
3760.03,Gardea,Fun!23,0,FALSE,Eric,58,gardeaeric
3759.81,Moore,Fun!23,0,FALSE,Anthony,668,mooreanthony
3754.09,Alvarado,Fun!23,0,TRUE,Tyrone,890,alvaradotyrone
3748.62,Nguyen,Fun!23,0,TRUE,Sabrina,787,nguyensabrina
3741.58,Holguin,Fun!23,0,TRUE,Alan,63,holguinalan
3735.49,Vallecillo,Fun!23,0,TRUE,Martin,94,vallecillomartin
3730.85,Henderson,Fun!23,0,TRUE,Patrick,109,hendersonpatrick
3729.34,Stewart,Fun!23,0,TRUE,Mark,803,stewartmark
3714.16,Mejia,Fun!23,0,TRUE,Erin,805,mejiaerin
3708.61,May,Fun!23,0,FALSE,Samantha,243,maysamantha
3705.85,Black,Fun!23,0,FALSE,Mariah,989,blackmariah
3702.81,Adams,Fun!23,0,FALSE,Sheri,593,adamssheri
3697.19,Kelly,Fun!23,0,FALSE,Maria,1033,kellymaria
3694.33,Hawkins,Fun!23,0,FALSE,Brittany,128,hawkinsbrittany
3693.51,Disney,Fun!23,0,TRUE,Pluto,5,plutodisney
3691.38,Chase,Fun!23,0,TRUE,Jenna,542,chasejenna
3690.3,Carr,Fun!23,0,TRUE,Jennifer,767,carrjennifer
3690.07,Olsen,Fun!23,0,FALSE,Courtney,1017,olsencourtney
3684.14,Dodson,Fun!23,0,FALSE,Christina,703,dodsonchristina
3683.42,Henry,Fun!23,0,TRUE,Marissa,988,henrymarissa
3682.96,Parker,Fun!23,0,FALSE,Gail,149,parkergail
3678.85,Trevino,Fun!23,0,TRUE,Joanna,239,trevinojoanna
3676.33,Smith,Fun!23,0,TRUE,Gary,714,smithgary
3673.54,Wilson,Fun!23,0,TRUE,Kelly,918,wilsonkelly
3670.41,Richards,Fun!23,0,FALSE,Mark,281,richardsmark
3670.36,Conrad,Fun!23,0,TRUE,Danielle,1001,conraddanielle
3665.46,Walker,Fun!23,0,FALSE,Ashley,681,walkerashley
3658.82,Klein,Fun!23,0,FALSE,Sean,104,kleinsean
3652.18,Foley,Fun!23,0,TRUE,Carl,698,foleycarl
3650.64,Martinez,Fun!23,0,FALSE,Tammy,295,martineztammy
3649.51,Stevens,Fun!23,0,FALSE,Michele,122,stevensmichele
3649.26,Stevenson,Fun!23,0,TRUE,Thomas,1027,stevensonthomas
3644.33,Dominguez,Fun!23,0,TRUE,Lance,310,dominguezlance
3642.17,Poole,Fun!23,0,FALSE,Alyssa,683,poolealyssa
3638.3,Williams,Fun!23,0,FALSE,Michael,285,williamsmichael
3634.76,Oconnell,Fun!23,0,FALSE,Craig,396,oconnellcraig
3631.71,Waters,Fun!23,0,FALSE,Tammy,979,waterstammy
3625.05,Smith,Fun!23,0,FALSE,Jose,823,smithjose
3620.91,Khan,Fun!23,0,TRUE,Matthew,932,khanmatthew
3613.71,Mendoza,Fun!23,0,TRUE,Laurie,778,mendozalaurie
3613.68,Marshall,Fun!23,0,FALSE,Andrew,625,marshallandrew
3611.02,Woodward,Fun!23,0,TRUE,Raymond,443,woodwardraymond
3597.87,Hardy,Fun!23,0,TRUE,Theresa,477,hardytheresa
3595.39,Patterson,Fun!23,0,TRUE,Kaylee,249,pattersonkaylee
3594.3,Copeland,Fun!23,0,FALSE,Nicholas,651,copelandnicholas
3590.21,Ramirez,Fun!23,0,TRUE,Michelle,599,ramirezmichelle
3577.68,Allen,Fun!23,0,TRUE,Susan,279,allensusan
3575.7,Hernandez,Fun!23,0,TRUE,Jamie,586,hernandezjamie
3568.39,Norris,Fun!23,0,TRUE,Andrew,826,norrisandrew
3555.81,Olsen,Fun!23,0,FALSE,Jessica,546,olsenjessica
3547.15,Guzman,Fun!23,0,FALSE,Jennifer,734,guzmanjennifer
3538.51,Kelly,Fun!23,0,TRUE,Alexander,241,kellyalexander
3530.17,Mcdonald,Fun!23,0,FALSE,Patricia,794,mcdonaldpatricia
3522.4,Taylor,Fun!23,0,FALSE,Sarah,937,taylorsarah
3519.28,Herring,Fun!23,0,FALSE,Kelly,894,herringkelly
3515.72,Carter,Fun!23,0,FALSE,Pamela,132,carterpamela
3512.68,Turner,Fun!23,0,TRUE,April,448,turnerapril
3510.77,Campbell,Fun!23,0,FALSE,Matthew,322,campbellmatthew
3503.99,King,Fun!23,0,TRUE,Simba,24,simbaking
3496,Johnson,Fun!23,0,FALSE,Lori,783,johnsonlori
3470.13,Palmer,Fun!23,0,FALSE,Logan,120,palmerlogan
3451.56,Garcia,Fun!23,0,FALSE,Susan,286,garciasusan
3443.23,Oconnell,Fun!23,0,TRUE,Marissa,319,oconnellmarissa
3442.67,Schneider,Fun!23,0,TRUE,Holly,656,schneiderholly
3442.07,Ramirez,Fun!23,0,FALSE,Donald,984,ramirezdonald
3424.85,Hernandez,Fun!23,0,FALSE,Douglas,718,hernandezdouglas
3420.63,King,Fun!23,0,TRUE,Chris,294,kingchris
3419.61,Hampton,Fun!23,0,TRUE,Jerry,460,hamptonjerry
3416.17,Keller,Fun!23,0,TRUE,Randy,432,kellerrandy
3414.45,Flores,Fun!23,0,FALSE,Michael,772,floresmichael
3410.66,Blake,Fun!23,0,TRUE,Krista,436,blakekrista
3407.65,Weaver,Fun!23,0,TRUE,Brittany,564,weaverbrittany
3406.82,Thompson,Fun!23,0,TRUE,Ricky,349,thompsonricky
3406.5,Smith,Fun!23,0,FALSE,Daniel,725,smithdaniel
3406.32,Proctor,Fun!23,0,FALSE,George,811,proctorgeorge
3401.06,Ellison,Fun!23,0,TRUE,Zachary,214,ellisonzachary
3400.91,Jackson,Fun!23,0,TRUE,Elizabeth,1014,jacksonelizabeth
3392.49,Kim,Fun!23,0,FALSE,Elizabeth,315,kimelizabeth
3384.8,Phelps,Fun!23,0,FALSE,Virginia,224,phelpsvirginia
3383.86,Perry,Fun!23,0,TRUE,Jared,629,perryjared
3368.43,Simpson,Fun!23,0,FALSE,Becky,966,simpsonbecky
3363.55,Patrick,Fun!23,0,FALSE,Kristina,442,patrickkristina
3361.68,Gonzalez,Fun!23,0,FALSE,Matthew,654,gonzalezmatthew
3361.63,Wilson,Fun!23,0,TRUE,Robert,367,wilsonrobert
3355.77,Gardner,Fun!23,0,FALSE,Ricky,573,gardnerricky
3355.05,Weiss,Fun!23,0,TRUE,Jeffrey,144,weissjeffrey
3349.89,Russell,Fun!23,0,TRUE,Darlene,545,russelldarlene
3342.53,Travis,Fun!23,0,TRUE,Donna,401,travisdonna
3341.7,Norton,Fun!23,0,FALSE,Jacob,853,nortonjacob
3341.36,Jones,Fun!23,0,FALSE,Darrell,961,jonesdarrell
3335.77,Collins,Fun!23,0,TRUE,Philip,423,collinsphilip
3328.46,Reyes,Fun!23,0,TRUE,Elizabeth,659,reyeselizabeth
3324.9,Johnson,Fun!23,0,FALSE,Edward,374,johnsonedward
3319.42,Baxter,Fun!23,0,FALSE,Tyler,627,baxtertyler
3319.18,Gonzalez,Fun!23,0,FALSE,Maria,60,gonzalezmaria
3312.32,Bailey,Fun!23,0,FALSE,Jennifer,747,baileyjennifer
3308.73,Torres,Fun!23,0,FALSE,Richard,153,torresrichard
3305.69,Lee,Fun!23,0,FALSE,Mary,707,leemary
3301.59,King,Fun!23,0,TRUE,James,131,kingjames
3299.43,Eric,Fun!23,0,FALSE,Prince,31,princeeric
3296.08,Prince,Fun!23,0,TRUE,Michael,839,princemichael
3295.18,Hayes,Fun!23,0,TRUE,Crystal,835,hayescrystal
3285.38,Hill,Fun!23,0,FALSE,John,710,hilljohn
3285.3,Martinez,Fun!23,0,FALSE,Ronald,956,martinezronald
3275.07,Larsen,Fun!23,0,TRUE,Patrick,446,larsenpatrick
3265.44,Hill,Fun!23,0,TRUE,Perry,706,hillperry
3264.63,Watson,Fun!23,0,TRUE,Vanessa,623,watsonvanessa
3259.62,Gonzalez,Fun!23,0,FALSE,Alondra,40,alondragonzalez
3255.29,Delgado,Fun!23,0,TRUE,Jeffrey,218,delgadojeffrey
3250.23,Walker,Fun!23,0,FALSE,Miranda,968,walkermiranda
3249.75,Brennan,Fun!23,0,TRUE,James,604,brennanjames
3246.53,Morgan,Fun!23,0,FALSE,Jack,900,morganjack
3244.56,Bond,Fun!23,0,TRUE,Ronald,635,bondronald
3243.65,Johnson,Fun!23,0,FALSE,Christopher,572,johnsonchristopher
3241.52,Hall,Fun!23,0,TRUE,Amy,963,hallamy
3237,Jones,Fun!23,0,TRUE,Dana,590,jonesdana
3233.01,Walker,Fun!23,0,FALSE,Mario,287,walkermario
3231.64,Maxwell,Fun!23,0,TRUE,Gregory,320,maxwellgregory
3231.42,Hall,Fun!23,0,TRUE,Lauren,290,halllauren
3223.83,Duck,Fun!23,0,FALSE,Donald,2,donaldduck
3221.88,Melendez,Fun!23,0,FALSE,Christopher,535,melendezchristopher
3221.12,Gutierrez,Fun!23,0,TRUE,Roberto,235,gutierrezroberto
3207.3,Thompson,Fun!23,0,TRUE,Nathan,735,thompsonnathan
3203.39,Davis,Fun!23,0,TRUE,Justin,509,davisjustin
3194.23,Farley,Fun!23,0,FALSE,Jose,697,farleyjose
3192.36,Peterson,Fun!23,0,FALSE,Ryan,1009,petersonryan
3167.66,Cross,Fun!23,0,FALSE,Allison,412,crossallison
3167.62,Burke,Fun!23,0,FALSE,Lee,221,burkelee
3162.26,Hill,Fun!23,0,FALSE,Susan,169,hillsusan
3160.9,Medina,Fun!23,0,TRUE,Elizabeth,1006,medinaelizabeth
3157.87,Kramer,Fun!23,0,TRUE,Anthony,915,krameranthony
3156.01,Wood,Fun!23,0,FALSE,George,474,woodgeorge
3153.46,Thomas,Fun!23,0,TRUE,Michael,785,thomasmichael
3150.81,Bryant,Fun!23,0,FALSE,Dalton,934,bryantdalton
3142.11,Summers,Fun!23,0,TRUE,Daniel,957,summersdaniel
3141.98,Simpson,Fun!23,0,TRUE,Alexandra,790,simpsonalexandra
3130.31,Cunningham,Fun!23,0,FALSE,Heather,634,cunninghamheather
3129.37,Ross,Fun!23,0,FALSE,Mindy,881,rossmindy
3128.75,Clarke,Fun!23,0,TRUE,Michael,861,clarkemichael
3116.36,Rivas,Fun!23,0,TRUE,Ashley,84,rivasashley
3107.77,Luna,Fun!23,0,FALSE,Jeffrey,304,lunajeffrey
3103.01,Brown,Fun!23,0,TRUE,Rebecca,444,brownrebecca
3102.03,Molina,Fun!23,0,FALSE,Edward,619,molinaedward
3093.45,Garcia,Fun!23,0,FALSE,Christian,55,garciachristian
3083.41,Garcia,Fun!23,0,FALSE,Isabella,56,garciaisabella
3082.39,Wilson,Fun!23,0,TRUE,Robin,855,wilsonrobin
3080.22,Maldonado,Fun!23,0,FALSE,Hannah,515,maldonadohannah
3079.85,Lambert,Fun!23,0,TRUE,Krista,650,lambertkrista
3073.73,Barber,Fun!23,0,FALSE,Anthony,603,barberanthony
3068.5,Fuller,Fun!23,0,FALSE,Amy,977,fulleramy
3052,Martin,Fun!23,0,TRUE,Jessica,263,martinjessica
3049.06,Laneave,Fun!23,0,FALSE,Erik,69,laneaveerik
3044.58,Cowan,Fun!23,0,TRUE,Michael,745,cowanmichael
3041.21,Rogers,Fun!23,0,TRUE,Sandra,182,rogerssandra
3041.07,Gardner,Fun!23,0,TRUE,David,154,gardnerdavid
3040.9,Roberts,Fun!23,0,TRUE,Kimberly,744,robertskimberly
3037.76,Disney,Fun!23,0,TRUE,Belle,21,belledisney
3037.61,Maldonado,Fun!23,0,TRUE,Stacy,995,maldonadostacy
3025.75,Paul,Fun!23,0,FALSE,Richard,791,paulrichard
3020.09,Weaver,Fun!23,0,TRUE,Allison,740,weaverallison
3018.75,Clark,Fun!23,0,FALSE,Chad,582,clarkchad
2997.2,Kelley,Fun!23,0,TRUE,Grace,539,kelleygrace
2994.34,Coleman,Fun!23,0,TRUE,Christopher,146,colemanchristopher
2990.3,Sexton,Fun!23,0,TRUE,Michelle,462,sextonmichelle
2985.04,White,Fun!23,0,FALSE,John,422,whitejohn
2963.32,Murphy,Fun!23,0,TRUE,Peggy,373,murphypeggy
2962.19,Carter,Fun!23,0,TRUE,Christina,911,carterchristina
2961.73,Arias,Fun!23,0,TRUE,Hannah,141,ariashannah
2960.88,Davidson,Fun!23,0,TRUE,Jennifer,887,davidsonjennifer
2944.44,GarciaFernandez,Fun!23,0,TRUE,Marco,54,garciafernandezmarco
2943.37,Moss,Fun!23,0,TRUE,Rodney,914,mossrodney
2939.87,Christian,Fun!23,0,TRUE,Jonathan,324,christianjonathan
2939.01,Ferguson,Fun!23,0,FALSE,Destiny,242,fergusondestiny
2937.12,Macdonald,Fun!23,0,TRUE,Joseph,597,macdonaldjoseph
2930.21,Hayes,Fun!23,0,FALSE,David,940,hayesdavid
2928.83,Castillo,Fun!23,0,FALSE,Brian,271,castillobrian
2925.14,Miller,Fun!23,0,TRUE,Brandon,870,millerbrandon
2918.1,Berry,Fun!23,0,FALSE,Christopher,971,berrychristopher
2901.26,Yu,Fun!23,0,TRUE,Lisa,1031,yulisa
2898.95,Ike,Fun!23,0,FALSE,Michael,65,ikemichael
2892.81,Sullivan,Fun!23,0,FALSE,Gregory,289,sullivangregory
2891.32,Flores,Fun!23,0,TRUE,Robert,965,floresrobert
2881,Casey,Fun!23,0,TRUE,Roger,972,caseyroger
2880.31,Hartman,Fun!23,0,TRUE,Steven,669,hartmansteven
2875.59,Bell,Fun!23,0,FALSE,Kelly,488,bellkelly
2875.12,Pedraza,Fun!23,0,FALSE,Diego,80,pedrazadiego
2874.41,Sanchez,Fun!23,0,FALSE,Colleen,638,sanchezcolleen
2869.25,Church,Fun!23,0,TRUE,Mary,288,churchmary
2866.67,Jensen,Fun!23,0,FALSE,Brian,219,jensenbrian
2864.63,Simpson,Fun!23,0,FALSE,James,833,simpsonjames
2854.73,Griffin,Fun!23,0,TRUE,Austin,114,griffinaustin
2849.35,Harrington,Fun!23,0,TRUE,Samuel,183,harringtonsamuel
2842.31,Lee,Fun!23,0,FALSE,Shawn,821,leeshawn
2833.09,Cox,Fun!23,0,FALSE,Dorothy,253,coxdorothy
2828.89,Lopez,Fun!23,0,TRUE,Erika,631,lopezerika
2826.74,Hines,Fun!23,0,FALSE,Kathleen,557,hineskathleen
2826.2,Ortiz,Fun!23,0,TRUE,William,684,ortizwilliam
2823,Ray,Fun!23,0,TRUE,Michelle,779,raymichelle
2818.53,Disney,Fun!23,0,FALSE,Beast,20,beastdisney
2804.68,Cooper,Fun!23,0,FALSE,Dennis,942,cooperdennis
2800.59,Parker,Fun!23,0,TRUE,Ronald,145,parkerronald
2799.16,Sanchez,Fun!23,0,TRUE,Michael,115,sanchezmichael
2782.52,Davenport,Fun!23,0,FALSE,Monica,135,davenportmonica
2775.62,Cordova,Fun!23,0,TRUE,Elizabeth,365,cordovaelizabeth
2774.29,Quinn,Fun!23,0,TRUE,Anaiah,81,quinnanaiah
2769.61,Morgan,Fun!23,0,TRUE,Nancy,157,morgannancy
2761.94,BaezRamirez,Fun!23,0,FALSE,Raul,45,baezramirezraul
2759.1,Reese,Fun!23,0,TRUE,Alyssa,479,reesealyssa
2752.77,Padilla,Fun!23,0,FALSE,Marko,78,padillamarko
2752.29,Wilcox,Fun!23,0,FALSE,Ashley,411,wilcoxashley
2751.22,Owens,Fun!23,0,TRUE,Steven,496,owenssteven
2742.93,Shaw,Fun!23,0,TRUE,Julie,837,shawjulie
2733.89,Rivera,Fun!23,0,TRUE,Michelle,789,riveramichelle
2732.74,Garrett,Fun!23,0,FALSE,Lisa,229,garrettlisa
2723.89,Contreras,Fun!23,0,FALSE,Christopher,107,contreraschristopher
2722.9,Coleman,Fun!23,0,TRUE,Lauren,899,colemanlauren
2721.31,Page,Fun!23,0,FALSE,Gloria,312,pagegloria
2720.49,Sharp,Fun!23,0,TRUE,Beth,643,sharpbeth
2719.25,Canizales,Fun!23,0,TRUE,Gabriela,48,canizalesgabriela
2718.67,Jones,Fun!23,0,TRUE,Julia,679,jonesjulia
2706.13,Lewis,Fun!23,0,FALSE,Austin,1022,lewisaustin
2685.73,Perez,Fun!23,0,TRUE,Tom,99,pereztom
2682.6,Smith,Fun!23,0,FALSE,Sean,781,smithsean
2668.83,Santos,Fun!23,0,FALSE,Shawn,1004,santosshawn
2665.78,Larson,Fun!23,0,TRUE,Kevin,470,larsonkevin
2654.17,Mckenzie,Fun!23,0,FALSE,Gary,929,mckenziegary
2653.96,Phillips,Fun!23,0,TRUE,Wendy,1039,phillipswendy
2651.48,Campos,Fun!23,0,TRUE,Wendy,523,camposwendy
2650.92,Bennett,Fun!23,0,FALSE,Shannon,282,bennettshannon
2648.88,Davis,Fun!23,0,TRUE,Christopher,712,davischristopher
2641.29,Disney,Fun!23,0,FALSE,Dale,7,daledisney
2618.16,Jones,Fun!23,0,TRUE,Barbara,478,jonesbarbara
2616.38,Hernandez,Fun!23,0,TRUE,Jennifer,962,hernandezjennifer
2602.99,Miller,Fun!23,0,TRUE,Linda,852,millerlinda
2600.36,Moore,Fun!23,0,FALSE,Jessica,257,moorejessica
2598.35,Holland,Fun!23,0,FALSE,Michelle,136,hollandmichelle
2591.79,Hall,Fun!23,0,TRUE,Thomas,717,hallthomas
2591.15,Edwards,Fun!23,0,FALSE,Martin,577,edwardsmartin
2587.16,Alexander,Fun!23,0,FALSE,Linda,467,alexanderlinda
2574.34,Ellis,Fun!23,0,TRUE,Cynthia,845,elliscynthia
2572.79,Hull,Fun!23,0,FALSE,Sean,414,hullsean
2572.51,Harmon,Fun!23,0,FALSE,Paul,869,harmonpaul
2571.61,Gross,Fun!23,0,FALSE,Mitchell,960,grossmitchell
2561.21,Macdonald,Fun!23,0,FALSE,Claire,72,macdonaldclaire
2554.83,Wu,Fun!23,0,TRUE,Robert,266,wurobert
2544.15,Miller,Fun!23,0,FALSE,Dana,850,millerdana
2543.36,Lightyear,Fun!23,0,FALSE,Buzz,17,buzzlightyear
2535.71,Jones,Fun!23,0,TRUE,Erin,802,joneserin
2530.09,Nguyen,Fun!23,0,TRUE,Amber,617,nguyenamber
2528.98,Foster,Fun!23,0,TRUE,Jeremy,771,fosterjeremy
2525.63,Roberson,Fun!23,0,TRUE,Rachel,420,robersonrachel
2517.23,Disney,Fun!23,0,TRUE,Aurora,14,auroradisney
2511.7,Morris,Fun!23,0,FALSE,Jeremy,201,morrisjeremy
2507.79,Lambert,Fun!23,0,TRUE,Wesley,487,lambertwesley
2498.1,Preston,Fun!23,0,FALSE,Robert,112,prestonrobert
2491.83,Padilla,Fun!23,0,TRUE,Emma,439,padillaemma
2490.33,Diaz,Fun!23,0,TRUE,Devin,400,diazdevin
2487.62,Moore,Fun!23,0,TRUE,Francisco,329,moorefrancisco
2481.15,Burch,Fun!23,0,TRUE,Erica,933,burcherica
2477.42,Lozano,Fun!23,0,TRUE,Mark,212,lozanomark
2476.83,Cook,Fun!23,0,FALSE,Alexandra,967,cookalexandra
2470.79,Phillips,Fun!23,0,TRUE,Curtis,885,phillipscurtis
2461.71,Alexander,Fun!23,0,FALSE,Tami,302,alexandertami
2442.89,Ruiz,Fun!23,0,FALSE,Travis,386,ruiztravis
2441.89,Brooks,Fun!23,0,TRUE,Antonio,369,brooksantonio
2433.63,Ruiz,Fun!23,0,FALSE,Edgar,88,ruizedgar
2431.98,Brown,Fun!23,0,TRUE,Ryan,538,brownryan
2414.25,Lucero,Fun!23,0,TRUE,Christopher,872,lucerochristopher
2411.85,Durham,Fun!23,0,TRUE,Sonia,882,durhamsonia
2410.79,Gould,Fun!23,0,FALSE,Kevin,494,gouldkevin
2389.38,Gilbert,Fun!23,0,FALSE,George,864,gilbertgeorge
2389.31,Foster,Fun!23,0,TRUE,Christopher,376,fosterchristopher
2388.47,Romero,Fun!23,0,FALSE,Olivia,202,romeroolivia
2386.26,Haynes,Fun!23,0,TRUE,Donald,360,haynesdonald
2375.5,Smith,Fun!23,0,TRUE,Dean,384,smithdean
2375.35,Knight,Fun!23,0,TRUE,Joanna,657,knightjoanna
2369.23,Garcia,Fun!23,0,FALSE,Kimberly,344,garciakimberly
2368.66,Johnson,Fun!23,0,FALSE,Melissa,819,johnsonmelissa
2360.33,Park,Fun!23,0,FALSE,Gary,844,parkgary
2352.68,Hammond,Fun!23,0,FALSE,James,199,hammondjames
2350.13,Nguyen,Fun!23,0,TRUE,Rebecca,692,nguyenrebecca
2338.42,Brown,Fun!23,0,FALSE,Lisa,361,brownlisa
2333.32,Boyd,Fun!23,0,FALSE,Kenneth,886,boydkenneth
2327.81,White,Fun!23,0,TRUE,Shannon,610,whiteshannon
2320.58,Scott,Fun!23,0,TRUE,Deborah,464,scottdeborah
2315.46,Young,Fun!23,0,FALSE,Trevor,465,youngtrevor
2309.48,Mosley,Fun!23,0,TRUE,Sarah,359,mosleysarah
2308.22,Miller,Fun!23,0,FALSE,Sharon,209,millersharon
2306.52,Lang,Fun!23,0,TRUE,Angela,513,langangela
2305.12,Mitchell,Fun!23,0,FALSE,Jake,568,mitchelljake
2289.44,Cabrera,Fun!23,0,TRUE,Steven,449,cabrerasteven
2282.98,Kelly,Fun!23,0,TRUE,Alyssa,800,kellyalyssa
2273.17,Swanson,Fun!23,0,FALSE,Gina,663,swansongina
2266.83,Johnson,Fun!23,0,TRUE,Karla,180,johnsonkarla
2266,Arnold,Fun!23,0,TRUE,Allen,646,arnoldallen
2258.55,Barker,Fun!23,0,TRUE,Heidi,363,barkerheidi
2252.92,Dominguez,Fun!23,0,TRUE,Elizabeth,782,dominguezelizabeth
2252.15,Richardson,Fun!23,0,FALSE,Kimberly,191,richardsonkimberly
2250,Williamson,Fun!23,0,TRUE,Michael,841,williamsonmichael
2249.94,Olson,Fun!23,0,FALSE,Daniel,106,olsondaniel
2246.86,Johnson,Fun!23,0,FALSE,Kimberly,559,johnsonkimberly
2241.87,Rocha,Fun!23,0,FALSE,Jeremy,978,rochajeremy
